unload   
--------------------------- CodegenFactorizedPregen ----------------------------
dblp_acyclic_201_00 skipped, not matching regex
dblp_acyclic_204_17 skipped, not matching regex
dblp_acyclic_204_18 skipped, not matching regex
dblp_acyclic_204_19 skipped, not matching regex
dblp_acyclic_205_00 skipped, not matching regex
dblp_acyclic_205_01 skipped, not matching regex
dblp_acyclic_205_02 skipped, not matching regex
dblp_acyclic_205_03 skipped, not matching regex
dblp_acyclic_205_04 skipped, not matching regex
dblp_acyclic_205_05 skipped, not matching regex
dblp_acyclic_205_06 skipped, not matching regex
dblp_acyclic_205_08 skipped, not matching regex
dblp_acyclic_205_09 skipped, not matching regex
dblp_acyclic_205_10 skipped, not matching regex
dblp_acyclic_205_11 skipped, not matching regex
dblp_acyclic_205_12 skipped, not matching regex
dblp_acyclic_205_13 skipped, not matching regex
dblp_acyclic_205_14 skipped, not matching regex
dblp_acyclic_205_15 skipped, not matching regex
dblp_acyclic_205_16 skipped, not matching regex
dblp_acyclic_205_17 skipped, not matching regex
dblp_acyclic_205_19 skipped, not matching regex
dblp_acyclic_206_00 skipped, not matching regex
dblp_acyclic_206_01 skipped, not matching regex
dblp_acyclic_206_02 skipped, not matching regex
dblp_acyclic_206_03 skipped, not matching regex
dblp_acyclic_206_04 skipped, not matching regex
dblp_acyclic_206_05 skipped, not matching regex
dblp_acyclic_206_06 skipped, not matching regex
dblp_acyclic_206_07 skipped, not matching regex
dblp_acyclic_206_08 skipped, not matching regex
dblp_acyclic_206_09 skipped, not matching regex
dblp_acyclic_206_10 skipped, not matching regex
dblp_acyclic_206_11 skipped, not matching regex
dblp_acyclic_206_12 skipped, not matching regex
dblp_acyclic_206_13 skipped, not matching regex
dblp_acyclic_206_14 skipped, not matching regex
dblp_acyclic_206_15 skipped, not matching regex
dblp_acyclic_206_16 skipped, not matching regex
dblp_acyclic_206_17 skipped, not matching regex
dblp_acyclic_206_18 skipped, not matching regex
dblp_acyclic_206_19 skipped, not matching regex
dblp_acyclic_207_00 skipped, not matching regex
dblp_acyclic_207_01 skipped, not matching regex
dblp_acyclic_207_02 skipped, not matching regex
dblp_acyclic_207_03 skipped, not matching regex
dblp_acyclic_207_04 skipped, not matching regex
dblp_acyclic_207_05 skipped, not matching regex
dblp_acyclic_207_06 skipped, not matching regex
dblp_acyclic_207_07 skipped, not matching regex
dblp_acyclic_207_08 skipped, not matching regex
dblp_acyclic_207_09 skipped, not matching regex
dblp_acyclic_207_10 skipped, not matching regex
dblp_acyclic_207_11 skipped, not matching regex
dblp_acyclic_207_12 skipped, not matching regex
dblp_acyclic_207_13 skipped, not matching regex
dblp_acyclic_207_14 skipped, not matching regex
dblp_acyclic_207_15 skipped, not matching regex
dblp_acyclic_207_16 skipped, not matching regex
dblp_acyclic_207_17 skipped, not matching regex
dblp_acyclic_207_18 skipped, not matching regex
dblp_acyclic_207_19 skipped, not matching regex
dblp_acyclic_208_00 skipped, not matching regex
dblp_acyclic_208_01 skipped, not matching regex
dblp_acyclic_208_02 skipped, not matching regex
dblp_acyclic_208_03 skipped, not matching regex
dblp_acyclic_208_04 skipped, not matching regex
dblp_acyclic_208_05 skipped, not matching regex
dblp_acyclic_208_06 skipped, not matching regex
dblp_acyclic_208_07 skipped, not matching regex
dblp_acyclic_208_08 skipped, not matching regex
dblp_acyclic_208_09 skipped, not matching regex
dblp_acyclic_208_10 skipped, not matching regex
dblp_acyclic_208_11 skipped, not matching regex
dblp_acyclic_208_12 skipped, not matching regex
dblp_acyclic_208_13 skipped, not matching regex
dblp_acyclic_208_14 skipped, not matching regex
dblp_acyclic_208_15 skipped, not matching regex
dblp_acyclic_208_16 skipped, not matching regex
dblp_acyclic_208_17 skipped, not matching regex
dblp_acyclic_208_18 skipped, not matching regex
dblp_acyclic_208_19 skipped, not matching regex
dblp_acyclic_209_00 skipped, not matching regex
dblp_acyclic_209_01 skipped, not matching regex
dblp_acyclic_209_02 skipped, not matching regex
dblp_acyclic_209_03 skipped, not matching regex
dblp_acyclic_209_04 skipped, not matching regex
dblp_acyclic_209_05 skipped, not matching regex
dblp_acyclic_209_06 skipped, not matching regex
dblp_acyclic_209_07 skipped, not matching regex
dblp_acyclic_209_08 skipped, not matching regex
dblp_acyclic_209_09 skipped, not matching regex
dblp_acyclic_209_10 skipped, not matching regex
dblp_acyclic_209_11 skipped, not matching regex
dblp_acyclic_209_12 skipped, not matching regex
dblp_acyclic_209_13 skipped, not matching regex
dblp_acyclic_209_14 skipped, not matching regex
dblp_acyclic_209_15 skipped, not matching regex
dblp_acyclic_209_16 skipped, not matching regex
dblp_acyclic_209_17 skipped, not matching regex
dblp_acyclic_209_18 skipped, not matching regex
dblp_acyclic_209_19 skipped, not matching regex
dblp_acyclic_210_00 skipped, not matching regex
dblp_acyclic_210_02 skipped, not matching regex
dblp_acyclic_210_03 skipped, not matching regex
dblp_acyclic_210_04 skipped, not matching regex
dblp_acyclic_210_05 skipped, not matching regex
dblp_acyclic_210_07 skipped, not matching regex
dblp_acyclic_210_08 skipped, not matching regex
dblp_acyclic_210_09 skipped, not matching regex
dblp_acyclic_210_10 skipped, not matching regex
dblp_acyclic_210_12 skipped, not matching regex
dblp_acyclic_210_15 skipped, not matching regex
dblp_acyclic_210_16 skipped, not matching regex
dblp_acyclic_210_17 skipped, not matching regex
dblp_acyclic_210_19 skipped, not matching regex
dblp_acyclic_211_00 skipped, not matching regex
dblp_acyclic_211_02 skipped, not matching regex
dblp_acyclic_211_03 skipped, not matching regex
dblp_acyclic_211_06 skipped, not matching regex
dblp_acyclic_211_10 skipped, not matching regex
dblp_acyclic_211_12 skipped, not matching regex
dblp_acyclic_211_17 skipped, not matching regex
dblp_acyclic_211_18 skipped, not matching regex
dblp_acyclic_211_19 skipped, not matching regex
dblp_acyclic_212_02 skipped, not matching regex
dblp_acyclic_212_03 skipped, not matching regex
dblp_acyclic_212_04 skipped, not matching regex
dblp_acyclic_212_08 skipped, not matching regex
dblp_acyclic_212_09 skipped, not matching regex
dblp_acyclic_212_10 skipped, not matching regex
dblp_acyclic_212_11 skipped, not matching regex
dblp_acyclic_212_18 skipped, not matching regex
dblp_acyclic_212_19 skipped, not matching regex
dblp_acyclic_213_00 skipped, not matching regex
dblp_acyclic_213_01 skipped, not matching regex
dblp_acyclic_213_02 skipped, not matching regex
dblp_acyclic_213_03 skipped, not matching regex
dblp_acyclic_213_04 skipped, not matching regex
dblp_acyclic_213_05 skipped, not matching regex
dblp_acyclic_213_06 skipped, not matching regex
dblp_acyclic_213_07 skipped, not matching regex
dblp_acyclic_213_08 skipped, not matching regex
dblp_acyclic_213_09 skipped, not matching regex
dblp_acyclic_213_10 skipped, not matching regex
dblp_acyclic_213_11 skipped, not matching regex
dblp_acyclic_213_12 skipped, not matching regex
dblp_acyclic_213_13 skipped, not matching regex
dblp_acyclic_213_14 skipped, not matching regex
dblp_acyclic_213_15 skipped, not matching regex
dblp_acyclic_213_16 skipped, not matching regex
dblp_acyclic_213_17 skipped, not matching regex
dblp_acyclic_213_18 skipped, not matching regex
dblp_acyclic_213_19 skipped, not matching regex
dblp_acyclic_214_00 skipped, not matching regex
dblp_acyclic_214_01 skipped, not matching regex
dblp_acyclic_214_02 skipped, not matching regex
dblp_acyclic_214_03 skipped, not matching regex
dblp_acyclic_214_04 skipped, not matching regex
dblp_acyclic_214_05 skipped, not matching regex
dblp_acyclic_214_06 skipped, not matching regex
dblp_acyclic_214_07 skipped, not matching regex
dblp_acyclic_214_08 skipped, not matching regex
dblp_acyclic_214_09 skipped, not matching regex
dblp_acyclic_214_10 skipped, not matching regex
dblp_acyclic_214_11 skipped, not matching regex
dblp_acyclic_214_12 skipped, not matching regex
dblp_acyclic_214_13 skipped, not matching regex
dblp_acyclic_214_14 skipped, not matching regex
dblp_acyclic_214_15 skipped, not matching regex
dblp_acyclic_214_16 skipped, not matching regex
dblp_acyclic_214_17 skipped, not matching regex
dblp_acyclic_214_18 skipped, not matching regex
dblp_acyclic_214_19 skipped, not matching regex
dblp_acyclic_215_00 skipped, not matching regex
dblp_acyclic_215_01 skipped, not matching regex
dblp_acyclic_215_02 skipped, not matching regex
dblp_acyclic_215_03 skipped, not matching regex
dblp_acyclic_215_04 skipped, not matching regex
dblp_acyclic_215_05 skipped, not matching regex
dblp_acyclic_215_06 skipped, not matching regex
dblp_acyclic_215_07 skipped, not matching regex
dblp_acyclic_215_08 skipped, not matching regex
dblp_acyclic_215_09 skipped, not matching regex
dblp_acyclic_215_10 skipped, not matching regex
dblp_acyclic_215_11 skipped, not matching regex
dblp_acyclic_215_12 skipped, not matching regex
dblp_acyclic_215_13 skipped, not matching regex
dblp_acyclic_215_14 skipped, not matching regex
dblp_acyclic_215_15 skipped, not matching regex
dblp_acyclic_215_16 skipped, not matching regex
dblp_acyclic_215_17 skipped, not matching regex
dblp_acyclic_215_18 skipped, not matching regex
dblp_acyclic_215_19 skipped, not matching regex
dblp_acyclic_216_00 skipped, not matching regex
dblp_acyclic_216_03 skipped, not matching regex
dblp_acyclic_216_05 skipped, not matching regex
dblp_acyclic_216_06 skipped, not matching regex
dblp_acyclic_216_08 skipped, not matching regex
dblp_acyclic_216_10 skipped, not matching regex
dblp_acyclic_216_11 skipped, not matching regex
dblp_acyclic_216_13 skipped, not matching regex
dblp_acyclic_216_14 skipped, not matching regex
dblp_acyclic_216_15 skipped, not matching regex
dblp_acyclic_216_16 skipped, not matching regex
dblp_acyclic_216_17 skipped, not matching regex
dblp_acyclic_216_18 skipped, not matching regex
dblp_acyclic_216_19 skipped, not matching regex
dblp_acyclic_217_01 skipped, not matching regex
dblp_acyclic_217_02 skipped, not matching regex
dblp_acyclic_217_03 skipped, not matching regex
dblp_acyclic_217_05 skipped, not matching regex
dblp_acyclic_217_08 skipped, not matching regex
dblp_acyclic_217_09 skipped, not matching regex
dblp_acyclic_217_10 skipped, not matching regex
dblp_acyclic_217_11 skipped, not matching regex
dblp_acyclic_217_12 skipped, not matching regex
dblp_acyclic_217_15 skipped, not matching regex
dblp_acyclic_217_17 skipped, not matching regex
dblp_acyclic_218_00 skipped, not matching regex
dblp_acyclic_218_03 skipped, not matching regex
dblp_acyclic_218_05 skipped, not matching regex
dblp_acyclic_218_06 skipped, not matching regex
dblp_acyclic_218_07 skipped, not matching regex
dblp_acyclic_218_11 skipped, not matching regex
dblp_acyclic_218_14 skipped, not matching regex
dblp_acyclic_218_16 skipped, not matching regex
dblp_acyclic_218_18 skipped, not matching regex
dblp_acyclic_218_19 skipped, not matching regex
dblp_cyclic_q12_00 skipped, not matching regex
dblp_cyclic_q12_01 skipped, not matching regex
dblp_cyclic_q12_02 skipped, not matching regex
dblp_cyclic_q12_03 skipped, not matching regex
dblp_cyclic_q12_04 skipped, not matching regex
dblp_cyclic_q12_05 skipped, not matching regex
dblp_cyclic_q12_06 skipped, not matching regex
dblp_cyclic_q12_07 skipped, not matching regex
dblp_cyclic_q12_08 skipped, not matching regex
dblp_cyclic_q12_09 skipped, not matching regex
dblp_cyclic_q12_10 skipped, not matching regex
dblp_cyclic_q12_11 skipped, not matching regex
dblp_cyclic_q12_12 skipped, not matching regex
dblp_cyclic_q12_13 skipped, not matching regex
dblp_cyclic_q12_14 skipped, not matching regex
dblp_cyclic_q12_15 skipped, not matching regex
dblp_cyclic_q12_16 skipped, not matching regex
dblp_cyclic_q12_17 skipped, not matching regex
dblp_cyclic_q12_18 skipped, not matching regex
dblp_cyclic_q12_19 skipped, not matching regex
dblp_cyclic_q12_20 skipped, not matching regex
dblp_cyclic_q12_21 skipped, not matching regex
dblp_cyclic_q12_22 skipped, not matching regex
dblp_cyclic_q12_23 skipped, not matching regex
dblp_cyclic_q12_24 skipped, not matching regex
dblp_cyclic_q12_25 skipped, not matching regex
dblp_cyclic_q12_26 skipped, not matching regex
dblp_cyclic_q12_27 skipped, not matching regex
dblp_cyclic_q2_01 skipped, not matching regex
dblp_cyclic_q2_02 skipped, not matching regex
dblp_cyclic_q2_03 skipped, not matching regex
dblp_cyclic_q2_04 skipped, not matching regex
dblp_cyclic_q2_05 skipped, not matching regex
dblp_cyclic_q2_06 skipped, not matching regex
dblp_cyclic_q2_07 skipped, not matching regex
dblp_cyclic_q2_08 skipped, not matching regex
dblp_cyclic_q2_09 skipped, not matching regex
dblp_cyclic_q2_10 skipped, not matching regex
dblp_cyclic_q2_11 skipped, not matching regex
dblp_cyclic_q2_12 skipped, not matching regex
dblp_cyclic_q2_13 skipped, not matching regex
dblp_cyclic_q2_14 skipped, not matching regex
dblp_cyclic_q2_15 skipped, not matching regex
dblp_cyclic_q2_16 skipped, not matching regex
dblp_cyclic_q2_17 skipped, not matching regex
dblp_cyclic_q2_18 skipped, not matching regex
dblp_cyclic_q2_19 skipped, not matching regex
dblp_cyclic_q2_20 skipped, not matching regex
dblp_cyclic_q2_21 skipped, not matching regex
dblp_cyclic_q3_00 skipped, not matching regex
dblp_cyclic_q9_00 skipped, not matching regex
dblp_cyclic_q9_03 skipped, not matching regex
dblp_cyclic_q9_08 skipped, not matching regex
dblp_cyclic_q9_12 skipped, not matching regex
queryname: epinions_acyclic_202_00
warmup query ---------------------------------------------------------
157276549

157276549

157276549

157276549

157276549

run    query ---------------------------------------------------------
157276549

157276549

157276549

157276549

157276549

157276549

157276549

157276549

157276549

157276549

 [s] execution: (5 warmups, 10 runs, 0.1194669 min, 0.123155 max, 0.122891 median, 1.168158% relMAD, 0.121990 avg, 0.001167 sdev) [s] compilation: (10 warmups, 0 runs, 0.0000000 min, 0.000000 max, 0.000000 median, 0.000000% relMAD, 0.000000 avg, 0.000000 sdev)
    --1(0.0000015 min, 0.000002 max, 0.000002 median, 9.669948% relMAD, 0.000002 avg, 0.000000 sdev)
    --2(0.0001034 min, 0.000116 max, 0.000105 median, 1.188890% relMAD, 0.000107 avg, 0.000004 sdev)
    --3(0.0000771 min, 0.000079 max, 0.000078 median, 0.966221% relMAD, 0.000078 avg, 0.000001 sdev)
    --4(0.0009541 min, 0.001013 max, 0.000980 median, 0.628463% relMAD, 0.000980 avg, 0.000016 sdev)
    --5(0.0000487 min, 0.000049 max, 0.000049 median, 0.320055% relMAD, 0.000049 avg, 0.000000 sdev)
    --6(0.0010801 min, 0.001106 max, 0.001098 median, 0.429337% relMAD, 0.001096 avg, 0.000008 sdev)
    --7(0.0000830 min, 0.000098 max, 0.000085 median, 1.219642% relMAD, 0.000086 avg, 0.000004 sdev)
    --8(0.0048707 min, 0.005325 max, 0.004979 median, 1.220191% relMAD, 0.005016 avg, 0.000122 sdev)
    --9(0.0001686 min, 0.000176 max, 0.000173 median, 0.602633% relMAD, 0.000173 avg, 0.000002 sdev)
    --10(0.0777164 min, 0.081330 max, 0.081040 median, 1.802108% relMAD, 0.080136 avg, 0.001164 sdev)
    --11(0.0016559 min, 0.001726 max, 0.001709 median, 1.002743% relMAD, 0.001699 avg, 0.000020 sdev)
    --12(0.0324939 min, 0.032647 max, 0.032574 median, 0.139237% relMAD, 0.032569 avg, 0.000049 sdev)

queryname: epinions_acyclic_202_01
warmup query ---------------------------------------------------------
124395720

124395720

124395720

124395720

124395720

run    query ---------------------------------------------------------
124395720

124395720

124395720

124395720

124395720

124395720

124395720

124395720

124395720

124395720

 [s] execution: (5 warmups, 10 runs, 1.4834653 min, 1.487165 max, 1.485879 median, 0.062971% relMAD, 1.485514 avg, 0.001103 sdev) [s] compilation: (10 warmups, 0 runs, 0.0000000 min, 0.000000 max, 0.000000 median, 0.000000% relMAD, 0.000000 avg, 0.000000 sdev)
    --1(0.0000017 min, 0.000003 max, 0.000002 median, 10.241238% relMAD, 0.000002 avg, 0.000000 sdev)
    --2(0.0001105 min, 0.000117 max, 0.000113 median, 0.631900% relMAD, 0.000113 avg, 0.000002 sdev)
    --3(0.0000788 min, 0.000088 max, 0.000080 median, 0.871141% relMAD, 0.000080 avg, 0.000003 sdev)
    --4(0.0010028 min, 0.001024 max, 0.001013 median, 0.226761% relMAD, 0.001013 avg, 0.000005 sdev)
    --5(0.0000440 min, 0.000045 max, 0.000045 median, 1.108950% relMAD, 0.000045 avg, 0.000000 sdev)
    --6(0.0010700 min, 0.001089 max, 0.001079 median, 0.242638% relMAD, 0.001078 avg, 0.000005 sdev)
    --7(0.0000693 min, 0.000076 max, 0.000071 median, 0.840407% relMAD, 0.000072 avg, 0.000002 sdev)
    --8(0.0209652 min, 0.021225 max, 0.021118 median, 0.195687% relMAD, 0.021104 avg, 0.000078 sdev)
    --9(0.0004991 min, 0.000512 max, 0.000506 median, 0.548267% relMAD, 0.000507 avg, 0.000004 sdev)
    --10(0.6498381 min, 0.652794 max, 0.651617 median, 0.166843% relMAD, 0.651403 avg, 0.000983 sdev)
    --11(0.0175064 min, 0.017584 max, 0.017527 median, 0.073331% relMAD, 0.017529 avg, 0.000021 sdev)
    --12(0.7918504 min, 0.792882 max, 0.792627 median, 0.015481% relMAD, 0.792568 avg, 0.000282 sdev)

queryname: epinions_acyclic_202_02
warmup query ---------------------------------------------------------
145209169

145209169

145209169

145209169

145209169

run    query ---------------------------------------------------------
145209169

145209169

145209169

145209169

145209169

145209169

145209169

145209169

145209169

145209169

 [s] execution: (5 warmups, 10 runs, 0.1130030 min, 0.115149 max, 0.113313 median, 0.200332% relMAD, 0.113742 avg, 0.000856 sdev) [s] compilation: (10 warmups, 0 runs, 0.0000000 min, 0.000000 max, 0.000000 median, 0.000000% relMAD, 0.000000 avg, 0.000000 sdev)
    --1(0.0000012 min, 0.000002 max, 0.000002 median, 9.224091% relMAD, 0.000002 avg, 0.000000 sdev)
    --2(0.0001031 min, 0.000110 max, 0.000105 median, 1.224482% relMAD, 0.000105 avg, 0.000002 sdev)
    --3(0.0000785 min, 0.000080 max, 0.000079 median, 0.679224% relMAD, 0.000079 avg, 0.000001 sdev)
    --4(0.0009442 min, 0.000961 max, 0.000952 median, 0.502883% relMAD, 0.000952 avg, 0.000005 sdev)
    --5(0.0000479 min, 0.000049 max, 0.000048 median, 0.167121% relMAD, 0.000048 avg, 0.000000 sdev)
    --6(0.0010479 min, 0.001345 max, 0.001060 median, 0.424158% relMAD, 0.001087 avg, 0.000086 sdev)
    --7(0.0000771 min, 0.000079 max, 0.000079 median, 0.160352% relMAD, 0.000078 avg, 0.000001 sdev)
    --8(0.0048170 min, 0.004966 max, 0.004883 median, 0.770380% relMAD, 0.004874 avg, 0.000042 sdev)
    --9(0.0001449 min, 0.000153 max, 0.000148 median, 1.681047% relMAD, 0.000148 avg, 0.000002 sdev)
    --10(0.0714407 min, 0.073487 max, 0.071747 median, 0.226721% relMAD, 0.072151 avg, 0.000791 sdev)
    --11(0.0013663 min, 0.001396 max, 0.001381 median, 0.335000% relMAD, 0.001381 avg, 0.000008 sdev)
    --12(0.0327800 min, 0.032930 max, 0.032821 median, 0.090125% relMAD, 0.032836 avg, 0.000045 sdev)

queryname: epinions_acyclic_202_03
warmup query ---------------------------------------------------------
135560642

135560642

135560642

135560642

135560642

run    query ---------------------------------------------------------
135560642

135560642

135560642

135560642

135560642

135560642

135560642

135560642

135560642

135560642

 [s] execution: (5 warmups, 10 runs, 1.4926856 min, 1.494642 max, 1.494010 median, 0.036606% relMAD, 1.493826 avg, 0.000669 sdev) [s] compilation: (10 warmups, 0 runs, 0.0000000 min, 0.000000 max, 0.000000 median, 0.000000% relMAD, 0.000000 avg, 0.000000 sdev)
    --1(0.0000016 min, 0.000003 max, 0.000002 median, 15.679125% relMAD, 0.000002 avg, 0.000000 sdev)
    --2(0.0001104 min, 0.000116 max, 0.000112 median, 0.853021% relMAD, 0.000112 avg, 0.000002 sdev)
    --3(0.0000795 min, 0.000084 max, 0.000081 median, 0.918096% relMAD, 0.000081 avg, 0.000001 sdev)
    --4(0.0009847 min, 0.001024 max, 0.001000 median, 0.838393% relMAD, 0.000999 avg, 0.000011 sdev)
    --5(0.0000451 min, 0.000054 max, 0.000047 median, 2.115508% relMAD, 0.000047 avg, 0.000002 sdev)
    --6(0.0010485 min, 0.001077 max, 0.001063 median, 0.657184% relMAD, 0.001065 avg, 0.000008 sdev)
    --7(0.0000638 min, 0.000068 max, 0.000066 median, 0.860577% relMAD, 0.000066 avg, 0.000001 sdev)
    --8(0.0213113 min, 0.021659 max, 0.021483 median, 0.286164% relMAD, 0.021460 avg, 0.000096 sdev)
    --9(0.0005122 min, 0.000532 max, 0.000521 median, 0.187088% relMAD, 0.000520 avg, 0.000005 sdev)
    --10(0.6551305 min, 0.657037 max, 0.656556 median, 0.073290% relMAD, 0.656204 avg, 0.000687 sdev)
    --11(0.0182448 min, 0.018294 max, 0.018268 median, 0.072555% relMAD, 0.018269 avg, 0.000015 sdev)
    --12(0.7947625 min, 0.795304 max, 0.795009 median, 0.010180% relMAD, 0.795001 avg, 0.000143 sdev)

queryname: epinions_acyclic_202_04
warmup query ---------------------------------------------------------
102758234

102758234

102758234

102758234

102758234

run    query ---------------------------------------------------------
102758234

102758234

102758234

102758234

102758234

102758234

102758234

102758234

102758234

102758234

 [s] execution: (5 warmups, 10 runs, 1.0541566 min, 1.055623 max, 1.054611 median, 0.041650% relMAD, 1.054768 avg, 0.000448 sdev) [s] compilation: (10 warmups, 0 runs, 0.0000000 min, 0.000000 max, 0.000000 median, 0.000000% relMAD, 0.000000 avg, 0.000000 sdev)
    --1(0.0000020 min, 0.000002 max, 0.000002 median, 3.770197% relMAD, 0.000002 avg, 0.000000 sdev)
    --2(0.0001083 min, 0.000111 max, 0.000110 median, 0.605742% relMAD, 0.000110 avg, 0.000001 sdev)
    --3(0.0000773 min, 0.000083 max, 0.000078 median, 1.331974% relMAD, 0.000079 avg, 0.000002 sdev)
    --4(0.0010344 min, 0.001064 max, 0.001044 median, 0.541495% relMAD, 0.001047 avg, 0.000009 sdev)
    --5(0.0000445 min, 0.000047 max, 0.000046 median, 0.891309% relMAD, 0.000046 avg, 0.000001 sdev)
    --6(0.0010577 min, 0.001129 max, 0.001069 median, 0.989682% relMAD, 0.001076 avg, 0.000023 sdev)
    --7(0.0000666 min, 0.000069 max, 0.000068 median, 0.403273% relMAD, 0.000068 avg, 0.000001 sdev)
    --8(0.0198295 min, 0.020167 max, 0.020076 median, 0.456248% relMAD, 0.020034 avg, 0.000100 sdev)
    --9(0.0004560 min, 0.000463 max, 0.000460 median, 0.244766% relMAD, 0.000460 avg, 0.000002 sdev)
    --10(0.4303940 min, 0.431901 max, 0.431393 median, 0.095958% relMAD, 0.431327 avg, 0.000455 sdev)
    --11(0.0140310 min, 0.014064 max, 0.014051 median, 0.082235% relMAD, 0.014048 avg, 0.000011 sdev)
    --12(0.5862039 min, 0.586919 max, 0.586495 median, 0.037401% relMAD, 0.586473 avg, 0.000223 sdev)

queryname: epinions_acyclic_202_05
warmup query ---------------------------------------------------------
94311251

94311251

94311251

94311251

94311251

run    query ---------------------------------------------------------
94311251

94311251

94311251

94311251

94311251

94311251

94311251

94311251

94311251

94311251

 [s] execution: (5 warmups, 10 runs, 0.0991189 min, 0.102903 max, 0.100890 median, 1.443298% relMAD, 0.101099 avg, 0.001241 sdev) [s] compilation: (10 warmups, 0 runs, 0.0000000 min, 0.000000 max, 0.000000 median, 0.000000% relMAD, 0.000000 avg, 0.000000 sdev)
    --1(0.0000017 min, 0.000002 max, 0.000002 median, 4.135977% relMAD, 0.000002 avg, 0.000000 sdev)
    --2(0.0001045 min, 0.000106 max, 0.000106 median, 0.389068% relMAD, 0.000106 avg, 0.000000 sdev)
    --3(0.0000783 min, 0.000082 max, 0.000079 median, 0.524566% relMAD, 0.000079 avg, 0.000001 sdev)
    --4(0.0009287 min, 0.000964 max, 0.000950 median, 0.785628% relMAD, 0.000950 avg, 0.000009 sdev)
    --5(0.0000473 min, 0.000051 max, 0.000048 median, 0.238929% relMAD, 0.000048 avg, 0.000001 sdev)
    --6(0.0010829 min, 0.001268 max, 0.001185 median, 4.299648% relMAD, 0.001177 avg, 0.000061 sdev)
    --7(0.0000819 min, 0.000084 max, 0.000082 median, 0.448055% relMAD, 0.000083 avg, 0.000001 sdev)
